INDICATOR,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,FLAG
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,1996,20,65 years and over,5,4.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,1997,21,65 years and over,5,5.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,1998,22,65 years and over,5,5.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,1999,23,65 years and over,5,4.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2000,24,65 years and over,5,4.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2001,25,65 years and over,5,4.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2002,26,65 years and over,5,4.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2003,27,65 years and over,5,4.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2004,28,65 years and over,5,4.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2005,29,65 years and over,5,4.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2006,30,65 years and over,5,4.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2007,31,65 years and over,5,4.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2008,32,65 years and over,5,4.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2009,33,65 years and over,5,4.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2010,34,65 years and over,5,4.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2011,35,65 years and over,5,4.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2012,36,65 years and over,5,4.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2013,37,65 years and over,5,5.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2014,38,65 years and over,5,5.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2015,39,65 years and over,5,5.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2016,40,65 years and over,5,5.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2017,41,65 years and over,5,5.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: White: 65 years and over,5.215,2018,42,65 years and over,5,5.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1950,1,15-24 years,2,1.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1960,2,15-24 years,2,,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1970,3,15-24 years,2,3.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1980,4,15-24 years,2,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1981,5,15-24 years,2,2.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1982,6,15-24 years,2,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1983,7,15-24 years,2,2.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1984,8,15-24 years,2,2.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1985,9,15-24 years,2,2.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1986,10,15-24 years,2,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1987,11,15-24 years,2,2.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1988,12,15-24 years,2,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1989,13,15-24 years,2,2.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1990,14,15-24 years,2,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1991,15,15-24 years,2,1.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1992,16,15-24 years,2,2.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1993,17,15-24 years,2,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1994,18,15-24 years,2,2.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1995,19,15-24 years,2,2.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1996,20,15-24 years,2,2.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1997,21,15-24 years,2,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1998,22,15-24 years,2,2.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,1999,23,15-24 years,2,1.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2000,24,15-24 years,2,2.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2001,25,15-24 years,2,1.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2002,26,15-24 years,2,1.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2003,27,15-24 years,2,2.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2004,28,15-24 years,2,2.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2005,29,15-24 years,2,1.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2006,30,15-24 years,2,1.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2007,31,15-24 years,2,1.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2008,32,15-24 years,2,2.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2009,33,15-24 years,2,2.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2010,34,15-24 years,2,2.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2011,35,15-24 years,2,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2012,36,15-24 years,2,2.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2013,37,15-24 years,2,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2014,38,15-24 years,2,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2015,39,15-24 years,2,3.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2016,40,15-24 years,2,4.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2017,41,15-24 years,2,4.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 15-24 years,5.222,2018,42,15-24 years,2,4.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1950,1,25-44 years,3,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1960,2,25-44 years,3,3.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1970,3,25-44 years,3,4.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1980,4,25-44 years,3,4.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1981,5,25-44 years,3,4.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1982,6,25-44 years,3,3.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1983,7,25-44 years,3,3.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1984,8,25-44 years,3,3.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1985,9,25-44 years,3,3.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1986,10,25-44 years,3,3.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1987,11,25-44 years,3,3.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1988,12,25-44 years,3,3.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1989,13,25-44 years,3,3.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1990,14,25-44 years,3,3.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1991,15,25-44 years,3,3.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1992,16,25-44 years,3,3.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1993,17,25-44 years,3,3.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1994,18,25-44 years,3,3.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1995,19,25-44 years,3,3.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1996,20,25-44 years,3,2.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1997,21,25-44 years,3,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1998,22,25-44 years,3,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,1999,23,25-44 years,3,2.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2000,24,25-44 years,3,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2001,25,25-44 years,3,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2002,26,25-44 years,3,2.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2003,27,25-44 years,3,2.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2004,28,25-44 years,3,2.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2005,29,25-44 years,3,2.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2006,30,25-44 years,3,2.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2007,31,25-44 years,3,2.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2008,32,25-44 years,3,2.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2009,33,25-44 years,3,2.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2010,34,25-44 years,3,2.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2011,35,25-44 years,3,3.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2012,36,25-44 years,3,3.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2013,37,25-44 years,3,2.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2014,38,25-44 years,3,2.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2015,39,25-44 years,3,2.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2016,40,25-44 years,3,3.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2017,41,25-44 years,3,4.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 25-44 years,5.223,2018,42,25-44 years,3,4.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1950,1,45-64 years,4,2.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1960,2,45-64 years,4,3.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1970,3,45-64 years,4,2.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1980,4,45-64 years,4,2.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1981,5,45-64 years,4,2.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1982,6,45-64 years,4,2.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1983,7,45-64 years,4,2.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1984,8,45-64 years,4,3.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1985,9,45-64 years,4,2.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1986,10,45-64 years,4,3.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1987,11,45-64 years,4,2.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1988,12,45-64 years,4,3.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1989,13,45-64 years,4,2.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1990,14,45-64 years,4,2.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1991,15,45-64 years,4,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1992,16,45-64 years,4,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1993,17,45-64 years,4,2.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1994,18,45-64 years,4,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1995,19,45-64 years,4,2.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1996,20,45-64 years,4,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1997,21,45-64 years,4,2.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1998,22,45-64 years,4,2.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,1999,23,45-64 years,4,1.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2000,24,45-64 years,4,2.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2001,25,45-64 years,4,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2002,26,45-64 years,4,2.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2003,27,45-64 years,4,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2004,28,45-64 years,4,2.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2005,29,45-64 years,4,2.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2006,30,45-64 years,4,1.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2007,31,45-64 years,4,2.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2008,32,45-64 years,4,1.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2009,33,45-64 years,4,2.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2010,34,45-64 years,4,2.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2011,35,45-64 years,4,2.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2012,36,45-64 years,4,2.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2013,37,45-64 years,4,2.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2014,38,45-64 years,4,2.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2015,39,45-64 years,4,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2016,40,45-64 years,4,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2017,41,45-64 years,4,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2018,42,45-64 years,4,3.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 45-64 years,5.224,2018,42,45-64 years,4,5.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1950,1,65 years and over,5,,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1960,2,65 years and over,5,,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1970,3,65 years and over,5,2.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1980,4,65 years and over,5,,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1981,5,65 years and over,5,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1982,6,65 years and over,5,1.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1983,7,65 years and over,5,,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1984,8,65 years and over,5,1.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1985,9,65 years and over,5,2.7,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1986,10,65 years and over,5,2.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1987,11,65 years and over,5,2.2,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1988,12,65 years and over,5,1.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1989,13,65 years and over,5,1.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1990,14,65 years and over,5,1.9,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1991,15,65 years and over,5,2.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1992,16,65 years and over,5,1.8,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1993,17,65 years and over,5,2.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1994,18,65 years and over,5,2.0,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1995,19,65 years and over,5,2.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1996,20,65 years and over,5,2.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1997,21,65 years and over,5,1.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1998,22,65 years and over,5,1.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,1999,23,65 years and over,5,1.5,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,2000,24,65 years and over,5,1.3,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,2001,25,65 years and over,5,1.6,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,2002,26,65 years and over,5,1.1,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,2003,27,65 years and over,5,1.4,
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,2004,28,65 years and over,5,,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Female: Black or African American: 65 years and over,5.225,2005,29,65 years and over,5,1.5,
