Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Year
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,50 - 59 years,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,60 - 69 years,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,70 - 79 years,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,80 years and above,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Sex,United States,Male,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Sex,United States,Female,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,Hispanic or Latino,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Less than a high school diploma,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,High school diploma or GED,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Some college/Associate's degree,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Bachelor's degree or higher,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,National Estimate,United States,United States,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.6,23.9,25.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,18 - 29 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,29.2,26.5,32.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,30 - 39 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,25.6,24.2,27.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,40 - 49 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,26.3,24.4,28.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,50 - 59 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.7,23.2,26.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,60 - 69 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.7,21.4,24.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,70 - 79 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,20.2,18.2,22.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Age,United States,80 years and above,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,15.3,11.9,19.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Sex,United States,Male,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,18.4,17.3,19.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Sex,United States,Female,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,30.2,29.1,31.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,16.7,16.1,17.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,41.3,39.6,43.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,20.7,18.5,23.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,27.3,26.5,28.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,19.0,17.2,20.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,11.3,9.5,13.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,26.7,23.2,30.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Less than a high school diploma,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.7,20.6,29.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,High school diploma or GED,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,20.6,19.2,22.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Some college/Associate's degree,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,27.6,26.5,28.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Bachelor's degree or higher,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,25.2,24.5,26.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Disability status,United States,With disability,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,45.0,42.9,47.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Disability status,United States,Without disability,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,21.4,20.8,22.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Alabama,Alabama,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.2,19.6,29.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Alaska,Alaska,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.3,18.9,26.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Arizona,Arizona,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,25.1,21.1,29.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Arkansas,Arkansas,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.3,19.6,29.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,California,California,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.6,20.2,25.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Colorado,Colorado,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,28.6,24.7,32.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Connecticut,Connecticut,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,25.0,21.5,28.8,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Delaware,Delaware,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.0,15.6,29.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,District of Columbia,District of Columbia,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,35.3,28.9,42.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Florida,Florida,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.4,18.8,26.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Georgia,Georgia,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,23.3,19.4,27.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Hawaii,Hawaii,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,21.0,16.7,25.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Idaho,Idaho,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.0,18.2,26.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Illinois,Illinois,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,23.0,20.2,25.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Indiana,Indiana,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,28.8,23.9,34.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Iowa,Iowa,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,25.0,20.3,30.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Kansas,Kansas,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,29.5,24.4,34.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Kentucky,Kentucky,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,27.4,21.0,34.7,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Louisiana,Louisiana,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.7,16.6,29.7,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Maine,Maine,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,28.6,23.6,33.9,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Maryland,Maryland,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.1,20.6,27.8,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Massachusetts,Massachusetts,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,26.2,23.0,29.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Michigan,Michigan,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,27.8,24.5,31.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Minnesota,Minnesota,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,26.8,22.8,31.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Mississippi,Mississippi,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,19.9,15.6,24.8,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Missouri,Missouri,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,29.1,24.6,34.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Montana,Montana,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,25.8,21.4,30.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Nebraska,Nebraska,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.0,18.8,25.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Nevada,Nevada,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,23.9,19.8,28.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Hampshire,New Hampshire,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,26.8,22.5,31.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Jersey,New Jersey,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,18.6,15.8,21.8,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Mexico,New Mexico,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.6,19.6,26.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New York,New York,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,25.4,21.9,29.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,North Carolina,North Carolina,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,28.1,23.9,32.7,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,North Dakota,North Dakota,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.7,18.6,31.8,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Ohio,Ohio,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,23.7,19.5,28.3,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Oklahoma,Oklahoma,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.5,18.0,27.5,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Oregon,Oregon,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,27.8,24.0,31.8,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Pennsylvania,Pennsylvania,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,26.7,23.4,30.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Rhode Island,Rhode Island,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,25.8,21.8,30.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,South Carolina,South Carolina,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,23.8,18.3,30.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,South Dakota,South Dakota,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.5,17.6,32.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Tennessee,Tennessee,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,26.5,22.7,30.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Texas,Texas,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,23.6,20.5,27.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Utah,Utah,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,29.9,25.6,34.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Vermont,Vermont,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,27.5,21.5,34.1,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Virginia,Virginia,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.9,19.7,26.4,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Washington,Washington,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.0,21.2,27.0,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,West Virginia,West Virginia,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,32.9,26.3,40.2,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Wisconsin,Wisconsin,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,22.9,19.4,26.6,2021
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Wyoming,Wyoming,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,21.1,16.7,26.0,2021
Needed Counseling or Therapy But Did Not Get It,National Estimate,United States,United States,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,18 - 29 years,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,30 - 39 years,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,40 - 49 years,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,50 - 59 years,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,60 - 69 years,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,70 - 79 years,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,80 years and above,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Sex,United States,Male,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Sex,United States,Female,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,Hispanic or Latino,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Education,United States,Less than a high school diploma,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Education,United States,High school diploma or GED,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Education,United States,Some college/Associate's degree,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Education,United States,Bachelor's degree or higher,-1,1,"Mar 30 - Apr 13, 2021",2021-03-30,2021-04-13,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,National Estimate,United States,United States,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.9,9.4,10.4,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,18 - 29 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,19.3,17.1,21.7,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,30 - 39 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,13.8,12.6,15.1,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,40 - 49 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.5,9.4,11.6,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,50 - 59 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.3,7.4,9.3,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,60 - 69 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,5.3,4.6,6.0,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,70 - 79 years,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,3.3,2.6,4.2,2021
Needed Counseling or Therapy But Did Not Get It,By Age,United States,80 years and above,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,17.45073633245915,14.771565462981643,20.47566068186403,2021
Needed Counseling or Therapy But Did Not Get It,By Sex,United States,Male,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,6.9,6.2,7.6,2021
Needed Counseling or Therapy But Did Not Get It,By Sex,United States,Female,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,12.6,11.9,13.3,2021
Needed Counseling or Therapy But Did Not Get It,By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,3.1,2.8,3.4,2021
Needed Counseling or Therapy But Did Not Get It,By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,24.2,22.9,25.5,2021
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.2,7.7,10.9,2021
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.9,9.3,10.6,2021
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,10.1,8.4,12.0,2021
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,6.3,4.8,8.0,2021
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,16.8,13.8,20.0,2021
Needed Counseling or Therapy But Did Not Get It,By Education,United States,Less than a high school diploma,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.4,7.0,12.3,2021
Needed Counseling or Therapy But Did Not Get It,By Education,United States,High school diploma or GED,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,8.2,7.1,9.3,2021
Needed Counseling or Therapy But Did Not Get It,By Education,United States,Some college/Associate's degree,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,12.2,11.3,13.2,2021
Needed Counseling or Therapy But Did Not Get It,By Education,United States,Bachelor's degree or higher,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,9.3,8.8,9.9,2021
Needed Counseling or Therapy But Did Not Get It,By Disability status,United States,With disability,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,23.2,21.3,25.2,2021
Needed Counseling or Therapy But Did Not Get It,By Disability status,United States,Without disability,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,7.8,7.3,8.3,2021
